description,text,rating
"Senior Audit Associate (Current Employee) - Irvine, CA - October 2, 2017","Overall a great place to work. Public accounting so hours are what they are, but very friendly people. Would recommend to anyone going into public accounting.",4.0
"Senior Consultant (Current Employee) - Mumbai, Maharashtra - October 2, 2017","As i mentioned its a Good workplace for work life balance and on who wants good work along with work life balance must work here, However the BIG4 experience would be rather more satisfying than GT's",4.0
"Audit Trainee (Former Employee) - Kochi, Kerala - September 29, 2017","Dynamic work patterns.
Data Analytics and Audit procedures.
Great support by colleagues,
Professional Work culture.
Untimely hours on occasion.
Travel schedules pan india and worldwide.",4.0
"Internship in audit (Former Employee) - Kuala Lumpur - September 29, 2017",Able to involve in different type of engagement in different industry. Colleague is friendly and nice. Need to meet the deadline of each engagement. OT is require during peak period.,4.0
"Analyst (Former Employee) - Bengaluru, Karnataka - September 28, 2017","good Company provided good facilities like good food and free food coupons, companies main goal is consumer satisfaction and good in productive numbers and giving 100% quality.",5.0
"Senior Associate, PMO (Former Employee) - Washington DC - September 27, 2017","The company definitely pushes you out of your comfort zone, in a good way, and expands your skill sets. They provided additional training to build individual's skill set.",4.0
"Audit Intern (Former Employee) - 福州市 - September 27, 2017","It is an impress experience for me as an intern in Grant Thornton. I've learnt many things from it, for example, building working capital excels and providing audit services for companies.",5.0
"Transaction Advisory Services Director (Former Employee) - Houston, TX - September 26, 2017","Grant Thornton has a strong brand. It is an excellent place to work and the work life balance is very good in comparison to other larger, public accounting firms.",4.0
"Finance Executive (Former Employee) - Connaught Place, Delhi - September 23, 2017","GT is nice organization to start with. I learned every aspect of professionalism in GT. I learned how to manage your work, prioritize and post prioritize in day in day out task as per their importance.",4.0
"LEARNING MANAGER, AUDIT (Current Employee) - Chicago, IL - September 22, 2017","- Wore a lot of hats, learned a lot. loved the challenges.
- This company has the best people.
- provide plenty of opportunities to grow in areas you like",5.0
"Senior Associate (Current Employee) - Madison, WI - September 21, 2017","GT is an excellent choice if you're looking at getting into public accounting. You will gain so many important skills in a short amount of time and you will meet a lot of really good people along the way. As an auditor, you will experience relaxing summers with lots of time off. The culture is great and the people are top notch.",5.0
"Audit Associate (Current Employee) - Capital Territory - September 20, 2017","In my experience here working in Grant Thornton,I have transformed my self into a skillful Chartered Accountant learn to handle audit assignment on my own,This Organisation gave me the enhanced skills and expertise relevant to my field",5.0
"Senior Tax Manager (Former Employee) - Almaty, KZ - September 16, 2017","I worked for GT Kazakhstan and it was nice place to work. Quite friendly and democrative management. Team is young and eager to learn. Personally, I was granted high level of trust, all my projects I was doing without close supervision of the partner. I was conducting client meetings, mentoring and training my team on my own, which I am thankful for, as I enhanced my leadership and project management skills.",4.0
"Senior Associate (Former Employee) - Islamabad, Pakistan - September 16, 2017","A very good platform for young graduates of ACCA, CA & CFA to enhance their skill set to an optimal level. They provide you the opportunity to work with big clients.",4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Student Intern (Former Employee) - Wan Chai, Hong Kong Island - September 16, 2017",Nice colleague and good experience from seniors. Can explore a lot from auditing different companies. Humble team. Love to staying there and learn more.,4.0
"Senior Payroll Specialist (Current Employee) - Makati city Philippines - September 13, 2017","A am working atleast 8 hours a day, but mostly we are in need to work overtime twice a month (15th & 30th) which is payroll period. I am doing payroll of our clients, average of 8-12 clients. I enjoy working in this company because I am learning a lot and I become updated in SSS, Phic, HDMF and BIR requirements. We have a monthly meeting to discuss matters in the office especially the system update. We have monthly socials. Benefits like health allowances and also we have mid-year bonus.

The hardest part is the year-end requirements which normally the consolidation of BIR payments of our clients in a year.

I am looking for a better job in other country I am looking for a better salary for my family and myself.",5.0
"Manager Third Party Risk (Current Employee) - Iselin, NJ - September 11, 2017","Great work life balance.

Great energy with professional employees.

Lots of after work activities.

Supporting management structure.

Family-like network.",4.0
"Principal (Current Employee) - Botswana - September 6, 2017",Good place to work. Open door policy is followed by the management. Sponsorship is provided based on the eligibility. Career growth is clearly outlined.,5.0
"Senior Associate (Former Employee) - Hyderabad, Telangana - September 5, 2017","Being one of the worlds largest consulting firm, the organisation is good place to learn and work

but for those who look for work life balance, Big 6 consulting firms are not sugestable",3.0
"Trainee-Transaction Advisory (Former Employee) - Punjab - September 4, 2017","Very good exposure with wide variety of opportunities for personal and professional development. However, knowing that the firm offer learning and experience, it does not pay well.",5.0
"Independent Consultant (Current Employee) - Karachi - August 31, 2017","A platform always welcome talent and shapes a raw into some product which is well compensated and have worth in market. This platform helped me in those days when I had to work along with my education exactly when I was entering into experienced level of career. Working with Directors and Managers enabled me to gain insight how to keep up the expectation level of key management personnel.

Good place for those who are willing to take cut in their pays but looking for further brush up to their skills and personality.",4.0
"General Operative (Current Employee) - london - August 31, 2017","Great work life balance. Unlimited holiday allowance, though you will struggle to find a quiet period to take the time off. the work can become rather dull after a while but the company overall offer a great work life balance with little stress involved.",4.0
"Tax Analyst (Former Employee) - Banglore, Karnataka - August 30, 2017","Culture of the company is very good. Also I got a good platform to learn more about US Taxation. The management of the company is very good. they are very much supporting the employees.The hardest part comes at the time of seasons,So that time the work load is more.the most enjoyable part is the events, games and functions that conducted by the company.",4.0
"Audit Senior I (Former Employee) - Belize - August 29, 2017",Grant Thornton is an excellent place to work as an auditor. It offers the opportunity to gain a wealth of knowledge and experience. The working environment is a pleasant one.,3.0
"Manager (Current Employee) - US - August 29, 2017","High level of flexibility from days off, working from home and flexible hours. Technology is far behind other firms and needs complete upgrading. Compensation is lower than Big 4 once you get above staff.",4.0
"Intern (Former Employee) - Irvine, CA - August 27, 2017","Grant Thornton offers a rigorous workload, but the amount of information you learn in a short amount of time is great for career advancement. The company places a strong focus on their people.",5.0
"PA (Current Employee) - Johannesburg, Gauteng - August 25, 2017","A typical day at work starts @ 06:45am until 16h00 in the afternoon.

I have learnt how to use different programs and had been exposed to challenges as well as challenging jobs that helped shape my career because due to having being through that, I have more confidence in tackling any job given to me.

Sometimes there is a lot of overtime to be worked for but the management does not try hard enough to compensate for it.

The hardest part of this job is to keep the managers and clients satisfied with service delivery.

The most enjoyable part of the job is working with the people in my department, seeing them grow and learn with me.",4.0
"Audit Senior Associate (Current Employee) - Los Angeles, CA - August 24, 2017","A decent company to start a career out of college given variety of clients and amount of responsibilities given at an early stage. However, very wide range of people here ranging from great to really bad. Poor management at the top and lack of performance incentives and transparency.",3.0
"Senior Consultant (Current Employee) - New York, NY - August 22, 2017","Grant Thornton is an easy place to work -- great work/life balance. You do ""pay"" for this balance, however. This is not a place for someone looking for competitive compensation.",3.0
"Manager, Strategy & Performance Improvement (Current Employee) - Bellevue, WA - August 21, 2017","If you like Project Management (PM) work, then go to GT, otherwise, the majority of the consulting assignments is PM and very less of anything else.

I had thought exposure to Russel 2000 companies would be plentiful but most of the work is at large companies and not very interesting.",3.0
"Advisory Associate (Current Employee) - Washington, DC - August 16, 2017",My team is the most enjoyable part if my company. Such great people to work with. My workplace culture is very balanced and there are great perks to working at GT.,5.0
"Accounting Coordinator (Former Employee) - São Paulo - August 16, 2017","Coordination of activities related to accounting and people management.
It is nice place to learn and grow up professional and personal.
Global company.",3.0
"Staff Auditor (Former Employee) - Cleveland, OH - August 15, 2017",Grant Thornton has a great culture. It may be boring work but the people you meet along the way make it worth it. There is plenty of room for growth and they have a mean happy hour.,5.0
"Senior Tax Associate | Financial Services (Former Employee) - Boston, MA - August 12, 2017","Grant Thornton's tax department supports an environment for learning and advancement. The work is demanding but matched with fair compensation and recognition at the individual level. The office is quiet yet welcoming. Office culture emphasizes open communication and activities outside of work to grow as a team. As long as you are wiling to put in the time to learn, communicate and deliver, it is a rewarding place to begin a career in accounting.",4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Customer Service Representative (Former Employee) - Alexandria, VA - August 11, 2017","Great place, to work and well established business. I would recommend this job to other friends and Families and will always remember my experience at this establishment.",5.0
"Unknown (Current Employee) - Seattle, WA - August 11, 2017",I advise to keep looking. The benefits are nice except for the pay. They overwork you and do not compensate well. They pay below market value for their employees and treat them poorly in the process.,3.0
"Consultant (Current Employee) - Gurgaon, Haryana - August 10, 2017","Good experience to work with GT India. a Great firm and working culture, so many forensic working skills i learnt from this firm.enjoying my work as my job profile.",5.0
"Enumerator (Former Employee) - Capital Territory - August 10, 2017","Long distance
Learnt to enhance interpersonal skills by interviewing the HR managers
Management was great
Culture was good and positive
Hardest part was long distance to companies on my own expense
Enjoyable part was a free trip to Islamabad with free accommodation",4.0
"CA Article Assistant (Former Employee) - Gurgaon, Haryana - August 8, 2017","Good work life balance..
stipend for ca trainee is good..
Get to work on good client..
exposure depends on client that you are doing..
Management has changed so can't say much about it..",3.0
"Learning and Organizational Effectiveness Lead (Current Employee) - Alexandria, VA - August 7, 2017",Hard working environment with focus on government clients. Benefits include Flexible Time Off and good location. Very focused on utilization and client engagements,5.0
"Front Desk Assistant (Former Employee) - Tampa FL - August 6, 2017",Wow.. great start with knowing they believe in work life balance from Day 1. Great renovated office with hard working accountants and friendly staff.,4.0
"Senior Accountant (Former Employee) - Atlanta, GA - August 5, 2017","Long hours, friendly co workers, meeting you people because of audit jobs. I worked on several clients at a time. Worked weekends to get the job done, did financials and reporting,",3.0
"Assistant Manager (Former Employee) - Bangalore - August 4, 2017",It is not a good place to work long. Should have a better management to control staffs. Process areas need to be improved both in quality and quantity.,3.0
"Experienced Junior (Current Employee) - Makati City - August 3, 2017","A great experience to belong with the firm
The people will help you create value for yourself
Hardest part of the job is during busy season, which is typical for all audit firms",5.0
"DESKTOP SUPPORT (Former Employee) - McLean, VA - August 2, 2017","Grant Thornton (NSC Global)
I would never represent NSC again. i Enjoyed supporting Grant Thornton the Best that i could but ,NSC was Very Unprofessional with the Contract that they had with Support . However, I ran Grant Thornton for 9 months by myself as my daily Routine . all daily IT Functions listed in my Resume that i accomplished on a daily basis",2.0
"Tax Senior Associate (Former Employee) - Raleigh, NC - August 2, 2017",Grant Thornton is very similar to the big 4 accounting firms in that you have the opportunity to see large complex tax issues. After a year or two at the firm most employees have the opportunity to focus on an area of tax. Grant Thornton has tax business lines (TBLs) that allow you to specialize in an area of tax.,4.0
"Engagement auditor (Former Employee) - Philippines - August 2, 2017","The Company is providing excellent training program and ensures that the employees receive proper balance on job work and personal lives. Also, the Company is providing competitive salary pays.",4.0
"Senior Manager (Former Employee) - Washington, DC - July 31, 2017","If you are a recent accounting graduate I suppose that GT is as good as any other large firm. However if you are not an accountant and/or don't suffer stupidity overhead, I suggest you go somewhere else.
I was hired under false pretenses. They were in desperate need of my skills to salvage a client with whom they were over their heads. Once done and the project was finished they had no use for me.",1.0
"Associate - Audit (Former Employee) - Houston, TX - July 27, 2017",Most people are enjoyable to work with. The hours worked during busy season are not desirable. The methods employed to gauge employee performance are flawed.,3.0
"Senior Internal Auditor (Former Employee) - Sandton, Gauteng - July 26, 2017",A typical day at Grant Thornton involved visiting various clients. When visiting different clients you meet different people and gets to understand different supply chains and business processes. I was given a platform to grow through exposure to different businesses. There was some difficult clients. The diversity of clients was the most enjoyable part of my job.,5.0
"Tax Intern (Former Employee) - Houston, TX - July 24, 2017",Grant Thornton has a great work environment! They allow you to be yourselves while working hard! The pay is competitive as well as the benefits. It also doesn't hurt to enjoy the free breakfast every Friday.,5.0
"Senior Associate (Former Employee) - New York, NY - July 24, 2017",Total body shop they ax people to meet target and ramp up for projects. Upper management take on projects that they have no experience to get in the door. They leave it to lower level staff to figure it out.,2.0
"Audit Assoicate (Current Employee) - Islamabad, Pakistan - July 24, 2017","A typical day at work:

Communicating with the clients, Involved in analysis of financial statements, Testing of internal controls of entities, and verification of entities financial records.

What I learned:

Application testing of what I learned through studying at C.A intermediate level.

Management:
Learned management from my seniors when I was junior and management my team when I was a team lead.

Workplace culture:
Satisfactory.

Hardest part of the Job:
Meeting dealines.

Most enjoyable part of the Job.
Visting different places for different client locations.",4.0
"Consultant (Current Employee) - Gurgaon, Haryana - July 21, 2017",A good and managed firm with lots of exposure. I worked on multiple assignments with different sectors. Overseas experience at Kuwait where i performed statutory audits,4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Billing Coordinator (Current Employee) - Charlotte, NC - July 20, 2017",Great Benefits not very diverse. Culture not very good. Management shows serious favoritism but if you know how to play the game-your good. I would still recommend because overall its a good company-DO NOT accept the low offer of pay when you first come in.,4.0
"Auditor (Former Employee) - Philippines - July 20, 2017",It was a good Company that provides its employees the necessary training required. It also helps employees be exposed to different industries and built business networks. The work environment is very good.,4.0
"Communications Intern (Former Employee) - Bangalore, India - July 20, 2017","An opportunity that gives you the liberty to be the most creative, energetic yet organised person in daily tasks. Supportive and compassionate colleagues.",5.0
"Senior Auditor (Current Employee) - Prishtina - July 18, 2017",Grant Thornton is one of the best audit and accounting companies in Kosovo. The experience you earn at Grant Thornton Kosovo is priceless. You can use the knowledge you gain from Grant Thornton Kosovo in other companies as well.,5.0
"Audit and Accounting Intern (Former Employee) - Makati City - July 17, 2017","I learned how to formally and properly communicate with clients during preliminary meetings, fieldwork, post meetings and exit interviews. I also enjoyed working with the people in P&A",4.0
"senior audit supervison (Current Employee) - Rwanda - July 16, 2017","There is long working hours without overtime payment.
Hard work, perseverance and dedication.

Management style is centralized.
Hardest part of the work is obtaining information for review and review process",1.0
"Audit intern (Former Employee) - Beijing, China - July 14, 2017",I love the work /life balance in Grant Thornton. Employees have great opportunities to learn. There are always many networking events in Grant Thornton and I love those.,4.0
"Audit Associate (Current Employee) - Makati City - July 13, 2017","P&A Grant Thornton is a highly recommended audit firm, as for me. This is because the firm provides enough training, seminars that would enable you to gain and enhance your expertise in the field you are currently in.",4.0
"Assistant Manager (Current Employee) - Yemen - July 13, 2017","In a typical day in my current position I fulfilled management tasks of opening and closing the facility, as well as overseeing a staff. Throughout the day I completed various technical and administrative duties as well, including preparing reports and proposals, answering phones, drafting documents and emails, filing and greeting clients. I also provided strong clients service and resolved clients issues.",4.0
"Consultant (Former Employee) - Noida india - July 13, 2017","If there is any doubt in one's mind about where to start than grant Thornton is the place, the vast experience of the seniors with a great leader gives you immense opportunities and sets you on a growth path.",4.0
"Senior Associate (Former Employee) - Mumbai, Maharashtra - July 13, 2017",Grant Thornton is a really good company. The work culture and its environment is really pleasing. Everyone in this company is really friendly and approachable.,4.0
"Billing Coordinator (Current Employee) - Oakbrook Terrace, IL - July 12, 2017","Every day varies with the tasks at hand; not all are reoccurring. Learned how to better manage time and to prioritize. Very culture and people driven. Toughest part of a typical day is game planning for the day, which is also enjoyable - rarely a dull moment.",5.0
"Audit Associate (Current Employee) - Philadelphia, PA - July 10, 2017",Grant Thornton is a great firm to work for and continues to improve on an already well-established culture. The firm hires top talent and continues to deliver excellent services to clients.,5.0
"Auditor (Former Employee) - Dubai - July 10, 2017","Great colleagues, nice manager, very tough work environment, slow to none growth prospects, average salaries, crazy politics, good for fresh grads to gain experience",3.0
"Manager (Current Employee) - Texas - July 7, 2017",GT is a large public accounting firm still trying to figure out where it fits in the market. The firm is trying to embrace an outwardly flexible and trendy feel while at the same time getting more serious about utilization metrics and trying to generate Big 4 type returns for the partners.,3.0
"Tax Senior Associate (Former Employee) - Arlington, VA - July 7, 2017","I would not recommend this place, especially the Rosslyn office. Management is too concerned with their own P/Ls to truly help anyone besides themselves or their immediate teams. Management is never around the office and rarely shows face. Trainings are joke, they never happen and when they do they are useless information. The partners charge time for time not worked then complain to you about overruns to the budget. Utilization is a useless metric that dictates your success and it is something you have absolutely control over. The partners on engagements want you eat hours to make the clients happy but then complain about you not charging enough hours. They are so far from the big 4 its comical in terms of learning and development, prestige, talent and resources. If you want a job were you are expected to teach yourself everything and not have a champion to help you develop, then by all means go here.

Oh and the unlimited vacation policy is an absolute joke. You have to fill out this ridiculous form that completely discourages people from taking vacation. The vacation has been approved so far in advance and management pressures you not to take any time off because of the impact to your utilization.",3.0
"Senior Consultant - ERP Practice (Former Employee) - Atlanta, GA - July 7, 2017",Great management and public accounting experience as a foundation for career in accounting. Partners were genuinely interested in career development of junior staff.,5.0
"Audit trainee (Current Employee) - Cape Town, Western Cape - July 6, 2017","The company will give you exposure to many different areas of audit e.g. you will audit companies in different sectors, you will not be limited into choosing between financial clients or commercial clients.",3.0
"IT supervisor (Former Employee) - Port Harcourt - July 5, 2017","On a typical day i make sure all systems of staff are in good working condition and fix those that are not,check the internet and network services and make sure everything is up and running properly, do necessary software installations and repairs, interact with staff to know if there are any unseen challenges.

management is good and caring but can improve with staff welfare.

staff are friendly and fun to be around. good workplace culture

the hardest part of the job is not being able to locate where a particular fault is coming from and therefore have to stay back to solve the issue while others leave for home.

the most enjoyable part is the get together parties and celebrations",2.0
"Senior Consultant (TP) (Current Employee) - Moscow, Russia - July 1, 2017","Russian office joined Grant Thornton network in 2014. Currently we updating corporate culture and actively exchange experience with other offices.
Company develops scoring system and is currently improving motivation system for employees.",4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Accounts Executive (Current Employee) - Parel, Maharashtra - June 30, 2017",Good place to work. I enjoyed my time GT. It was a environment that was very competitive and offered a great team environment to work in. There is a decent amount of support and training that should give you some tools to better yourself.,5.0
"Analyst, Governance, Risk & Operations (Former Employee) - Mumbai - June 26, 2017",Worked in Mumbai location of this firm. This firm is in growing phase. Work culture was excellent with tremendous growth. Seniors including partner are very nice people.,5.0
"Budget Advisor - Secret Clearance (Current Employee) - Alexandria, VA - June 26, 2017",Its truly a pay for performance job. Do your job and more and you will be greatly rewarded. They give a great opportunity for training and development. Plenty of community service work available to give back to the community.,5.0
"Marketing (Current Employee) - McLean, VA - June 23, 2017","Great corporate culture, good people. A lot of flexibility with remote work. Non-client facing employees don't have a lot of growth opportunities. A variety of work.",3.0
"Assistant to the Controller - position moved to NY (Former Employee) - Boston, MA - June 22, 2017","On a daily basis reported and analyzed cash information and sent to the partners. Maintained and updated general ledgers, account analysis, reconciliation, and assistance in financial statement preparation.",5.0
"Audit Associate (Former Employee) - San Francisco, CA - June 18, 2017",Grant Thornton is a great company to work for! You are surrounded by talented enthusiastic people. The hours could be long though during the busy season.,4.0
"Regional Accounting Manager (Former Employee) - Los Angeles, CA - June 17, 2017",Don't understand why you require everybody to review every company that they worked for. Sometimes people just don't have any comments to share with the world!,4.0
"Tax Associate (Current Employee) - Pittsburgh, PA - June 15, 2017",Not enough of a foundation in the Pittsburgh office to develop skills. Need more clients and upper level management to facilitate learning for others.,3.0
"Requirements Analyst (Current Employee) - Washington, DC - June 13, 2017","They have idiots as managers and instead of working on management, they focus too much on the daily details of an associate. They constantly watch you and if your not a kiss-up then you wont fit in. They are way too strict about coming in at a certain time rather then your actual skills or your performance.",1.0
"Payroll Administrator (Current Employee) - Johannesburg North, Gauteng - June 12, 2017","At one time it was pleasant and enjoyable, over the past years, i in it has become demanding.
Have started working long and often at home in the evening to make sure it is completed.
Enjoy the contact with the staff and assisting with queries.",3.0
"Audit Intern (Former Employee) - Shanghai, CN - June 11, 2017","Reviewed bank statements and business reports, as well as financial costs and other issues; Learned the procedures of auditing, prioritizing project tasks, and acquiring necessary data. I also can find some mistakes by myself and come up with my own opinion.",5.0
"Supply Chain & ASCP/VCP (Architect) (Current Employee) - Atlanta, GA - June 9, 2017",Very poorly managed with horrible work life balance. They put on a good front but reality is the Technology Business Unit is headed by all ex-Marketsphere Business Intelligence guys. They run the technology group like a 'Job Shop' Finance and Audit may be different than Technology group.,1.0
"Manager, Global Public Sector (Former Employee) - Hampton, VA - June 9, 2017","Great company, worked there 7 years. Recognized performance and compensated accordingly. Had a wide variety of project types that an employee could gt involved in.",4.0
"Audit Intern (Current Employee) - Harare - June 9, 2017","Working hours are 8am-5pm on a normal day. After arriving at the main office, there is a briefing from management on important issues for the day or the week. After the briefing, auditors are taken to respective clients by the Firm's drivers. Management's duties are mainly reviewing work being done and mentoring junior auditors where necessary. I have learnt mostly the importance of time management as we handle voluminous work at times and also professional conduct as we get to interact with different personnel of different clients as well. The culture mainly embraces teamwork as we carry out tasks in teams which are rotated on weekly, fortnight and monthly basis. The hardest part of the job is handling voluminous work in a short space of time. The most enjoyable part is getting to interact with different people and creativity arising from teamwork.",4.0
"Audit Intern (Former Employee) - New York, NY - June 6, 2017",I only interned here but everyone seemed to work absolutely insane hours. The work life balance they preach doesn't actually exist. I received poor instruction and training while I was interning. The days were long but the pay was excellent.,2.0
"Process Associate (Former Employee) - Bangalore,Karnataka - June 6, 2017",It was excellent company for freshers or any graduates. And the work environment and management was very good.and fedilities for employees is also very good.overall company was very good.,5.0
"Valuation Services Intern (Former Employee) - New York, NY - June 5, 2017",I really enjoyed working at Grant Thornton. I gained some valuable experience while also enjoying my summer. Was also able to work part-time during the year.,5.0
"Assistant Accountant - Internship (Former Employee) - Nassau, BS - June 5, 2017",Very fast paced environment. Extremely nice employees. You meet a lot of people and have a lot of customer to deal with which is good as most of them are very nice.,5.0
"Intern (Former Employee) - New York, NY - May 31, 2017","It was a 9 to 5 job four days a week with events for the interns on Fridays. Across two internships I learned a great deal about audit and tax from working on several clients each season and utilizing relevant software, as well as developing an understanding for the many purposes of mainstay programs like Excel. Many of the partners were very personable, and there were some approachable managers, directors and senior associates depending on the industry and service line. It was easy to make friends, even among an intern class of a hundred twenty. The culture emphasized strong principles all accountants should have, while also encouraging social consciousness and maintaining strong personal relationships outside the workplace. The hardest part of the job was interpreting high-context feedback from more senior team members. The most enjoyable part of the job was the social activities.",3.0
"Solutions Architect (Former Employee) - Tampa, FL - May 30, 2017","The philosophy and operating model are still based in the 80s/90s. Consultants and leadership argue with their clients about doing the work.

So if you're a bit lazy, want to do things ""The way we've always done it"" and not partner with your clients for sustainable relationships, this is the company for you!",1.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Director, State & Local Taxes (Former Employee) - Chicago, IL - May 26, 2017",Frequently stress the importance of selling services and branding the Grant Thornton. Trying to build a strong culture within all levels of personnel. Emphasize frequent collaboration amongst all team members.,4.0
"Assistant Manager (Former Employee) - Dublin Ireland - May 25, 2017",The people within GT make the difference. There is a very good work life balance. There is also a very good social scene. There are great promotion opportunities within the firm.,4.0
"Business Advisory Services Summer Associate (Former Employee) - Minneapolis, MN - May 24, 2017",They put a lot into making a positive atmosphere for their employees. This definitely shows in the attitude of the work force. They also have pretty decent benefits.,4.0
"Audit Analyst (Current Employee) - Bangalore Urban, Karnataka - May 23, 2017","- A great place to work, great brand and awesome people to work with. An awesome place to kick start my career.

- I got to know the corporate world, as I was fresh out of college and anxious and excited to know the corporate culture.
Improved my accounting skills. Got to learn and excel in the MS office.

- Management at GTUSSC is amazing and very approachable.

- The work culture is the best thing at GTUSSC, its their unique culture which attracts great talent to their firm.

- Audit Busy Season is the toughest thing to handle, as work-life balance becomes nill in this period.

- Audit Busy Season is renamed as ""Audit Learning Season"" in this firm which makes the season enjoyable and turns it into fun learning.
And obviously the friendly work environment is the best part of the Firm.",4.0
"Audit Associate (Current Employee) - Bangalore, Karnataka - May 21, 2017","We support the US team in performing audit procedures which requires less or no intervention of client.
We get good exposure on different industry sectors and US GAAP.
The management is supportive and approachable when in need.
Work place culture is good and since its a growing firm there are good career opportunities.",4.0
"RCS Admin / National Conflict Check Center (Current Employee) - Kansas City, MO - May 20, 2017","Firm policies & benefits don't seem to apply to all departments. In the conflict department. Days are long, with short deadlines, heavy workloads. Policies change without notice and you are excepted to know the changes. Salaries are low with very few advancement opportunities. Some are not sympatric when going through family crisis and loss. Manager likes to micromanage everything down to wanting you to have To Do List that you follow & update regularly, available to view when asked. At first company & manger were good to work for.",2.0
"Cyber Risk Advisory Associate (Current Employee) - Bangalore, Karnataka - May 20, 2017","-Performing external penetration testing
-Performing vulnerability assessment on periodic basis
-Performing Threat profiling
-Providing cyber security consulting to clients
- proving VAPT training to interns

Most of the things are not transperent
Engagement of work is less and non-relevant to the field you work",3.0
"Analyst (Former Employee) - Bangalore, Karnataka - May 19, 2017","GT is one of the fastest growing audit, taxation and shared services firms in India as well as in most other countries.
Job recognition is also good, along with the quality of clients.",3.0
"TAX EXPERIENCED ASSOCIATE (Current Employee) - New York, NY - May 12, 2017",My typical day at work began at 8:30 with a coffee with my boss. Had an amazing time learning lots of things at grant thornton. I had lots of flexibility.,4.0
"Audit Senior (Former Employee) - Singapore, Republic of Singapore. - May 11, 2017",A professional firm committed to service excellence and doing the right thing at all times. A firm that was determined to retain her employees due to their contribution to the performance of the firm through client satisfaction while upholding the accounting and auditing standards.,5.0
"Audit Senior Associate (Current Employee) - New York, NY - May 11, 2017","Declining business due to bad management
Overhiring and poore resource management
Benefits are unfair to certain group of employees

Training program is reasonable",2.0
"Audit supervisor (Former Employee) - Maputo - May 11, 2017","Reviewing financial statements,supervision of juniors, preparation of financial statements,review meetings deadlines, performing to best of my ability.",4.0
"Tax Intern (Former Employee) - Vietnam, PR - May 10, 2017","In GT, you are very warmly welcome by other associates. Everyone will help you out with most of the problems. I like the working environment in GT. I would love to work for GT again",4.0
"Senior Audit Associate (Current Employee) - Tulsa, OK - May 7, 2017","I am unsure if there is a better accounting firm in the greater-Tulsa area. I've enjoyed my time at GT and hope others will too. The audit associates, seniors, managers and partners value you as a person.",5.0
"Compensation and Benefits Manager (Current Employee) - Minneapolis, MN - May 6, 2017",Skilled workforce dedicated to client satisfaction. Management takes interest in continual improvement of processes and knowledge base of employees. Overall a positive environment.,4.0
