description,text,rating
"Montacarguista y almacenista (Former Employee) - Ocoyoacac, Méx. - July 2, 2021","Una empresa con excelente ambiente de trabajo, oportunidad de crecimiento, capacitación constante y colaboración con personal administrativo...",5.0
"Supervisor (Former Employee) - Nayarit - May 7, 2021","El outsourcing mal. Gerentes, sub-gerentes, Supervisores, Tecnicos, Ingenieros NO INCENTIVAN NI MOTIVAN A LOS EMPLEADOS TEMPORALES A TENER AMOR PROPIO POR LA EMPRESA. Te botan. Te humillan. Te ignoran. No ven tu currículum como ingeniero agrónomo que eres ni te promueven para sobresalir. INGENIEROS DE OTROS ESTADOS ( Hidalgo ) MUY MALA LECHE, ENVIDIOSO, PREPOTENTE, RACISTA, CLASISTA Y CARROÑERO..... mas ? Le puedo seguir.... 👍",1.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Técnica em agropecuária (Former Employee) - Primavera do Leste, MT - March 1, 2021",Uma empresa que eu gostaria muito de ser efetivada...não tenho o que reclamar,5.0
"Agricultor (Current Employee) - Salinas Municipio, PR - November 24, 2020",Buen servicio lo malo son las agencias de trabajo se quedan con la mitad de tu sueldo,5.0
"Assistente Técnico (Former Employee) - Uberlândia, MG - July 4, 2020","Empresa ótima! Ambiente de trabalho fantástico, preocupa com o bem estar dos colaboradores.",5.0
"Spécialiste planification (Former Employee) - Drusenheim (67) - June 2, 2020","Corteva Agriscience est une entreprise pleine de vie et de competition, on acquiert une expérience solide et fructueuse",5.0
"Asesor Técnico (Former Employee) - Tonalá, Chis. - May 4, 2020","un empleo donde pones todos tus conociminetos desde como tratar a una diversos clientes y poder identificarlos, usar conocimienots de fisiología vegetal, manejo integral de plagas y enfermedades hasta administración y uso correcto de los programas de office",5.0
"Conducteur d installation chimiques (Former Employee) - Cernay - April 29, 2020","Entreprise intéressante, très bien encadrée, expérience valorisante au niveau technique de la conduite du procédé.
Entreprise enrichissante par sa valeur humaine .",5.0
"Opérateur (Former Employee) - Uffholtz (68) - April 23, 2020","Très bonne expérience, une entreprise à l'écoute des salariés",5.0
"Assistente de Produção (Former Employee) - Itumbiara, GO - April 3, 2020",Empresa boa de se trabalhor sempre se preocupando com a saude de seus colaborantes efetivos e terceiros.,4.0
"Consultor de Logística e Compliance (Former Employee) - Barueri, SP - March 17, 2020","Mesmo sendo uma empresa recém criada, resultante da fusão entre DuPont e Dow, é nítido que os valores culturais e objetivos da empresa para com os clientes já estão devidamente estabelecidos e isso faz com que a conclusão burocrática de todo o processo de fusão seja implementado com embasamento e eficiência. Isso gera uma ótima oportunidade de aprendizado e conhecimento aos seus colaboradores.",5.0
"Supervisor (Former Employee) - Salto, Buenos Aires - March 15, 2020","En especial es muy bueno el trato entre compañeros, superiores y subordinados.",5.0
"Auxiliar de investigación (Current Employee) - Los Mochis, Sin. - March 10, 2020",Buena empresa donde puedes aprender mucho y buen ambiente de trabajo,5.0
"Assistente de produção (Former Employee) - Formosa, GO - March 7, 2020",Boa gostei de trabalhar e empresa multinacional serviço temporário e braçal mas não é ruim,5.0
"village cordinator (Former Employee) - Blitar - March 5, 2020",saya membutuhkan pekerjaan karena saya sudah berkeluarga dan membutuhkan biaya kehidupan,4.0
"Assistente Administrativo Agronomia Centro Norte- Goiânia (Former Employee) - Goiânia, GO - March 3, 2020",Empresa com ótimas oportunidades de crescimento e desenvolvimento profissional e pessoal. Valores corporativos a se seguir.,5.0
"Asistente de investigación (Current Employee) - Córdoba, Córdoba - March 2, 2020",Muy buen ambiente de trabajo y aprendizaje constante,5.0
"Procesadora de Maíz (Former Employee) - Toledo, IA - February 25, 2020",Lamentablemente Racistas aunque tengas lo necesario para trabajar,1.0
"BECARIO DE INGENIERÍA DE PROYECTOS DE VENTA (Former Employee) - Guadalajara, Jal. - February 11, 2020","Fue una buena experiencia, tienen una buena cultura laboral y un salario competitivo.",4.0
"Tractorista.sembrador (Current Employee) - Pergamino, Buenos Aires - January 29, 2020",Disfrute el trabajo.Me sentì reconocido y vivi nuevas experiencias que me enriquecieron,5.0
"Deployment planner (Former Employee) - Cernay (68) - January 17, 2020","Peu d'éthique environnementale au sein de l'entreprise.
Peu de communication du management. Management à l'américaine. Ambiance lourde.

Sanitaires à rénover, fuites, mauvaises odeurs.",1.0
"Estagiário (Current Employee) - Barueri, SP - January 7, 2020","Ótima empresa para se trabalhar e buscar uma carreira profissional, pois valoriza o respeito e diversidade entre seus colaboradores.",5.0
"Production Technician (Current Employee) - Tipton, IN - December 27, 2022",If you work hard and show up then you will thrive. Schedule can be rough but they tell you that from the beginning. They need to come up with standardized pay/raises. Doesn’t seem to fair that employees that have been there for years are making less then someone that walks in off the street. Not a bad job. Pto is a plus.,4.0
"Algemeen medewerker (Current Employee) - Bergen op Zoom - December 14, 2019","Jong maar prima bedrijf, interessant werkomgeving.",5.0
"Assistente de controle de qualidade (Former Employee) - Primavera do Leste, MT - November 26, 2019","empresa muito boa, amei trabalhar la no período de safra, muito aprendizado",5.0
"Foklift operatoru (Current Employee) - Adana - November 22, 2019",Global ve duzgun bir isyeri iş güvenliği disiplini cok mükemmel,5.0
"Auxiliar de Campo 1 (Former Employee) - Indianópolis, MG - November 13, 2019","A empresa precisa melhorar e muito em relação a seu salário e as condições de trabalho, liderança e espírito de equipe.",2.0
"Tecnico (Former Employee) - Venado Tuerto, Santa Fe - November 10, 2019","El empleado dejó de ser prioridad, clima laboral hostil, millones de mentiras y diferencias bien marcadas",1.0
"Assistente Técnico de Vendas (Former Employee) - Maracaju, MS - October 17, 2019","Nota 10 para essa empresa, respeitosa, gratificante.",5.0
"Field sales assistant (Former Employee) - Kupang - October 9, 2019","Petani jagung sejaterah.
Indonesia panen melimpah",5.0
"Eventual (Former Employee) - Pergamino, Buenos Aires - September 17, 2019",buen ambiente labora con mucho compañerismo y gente praparada para solucionar problemas,5.0
"Ingeniero Agrónomo (Former Employee) - Córdoba, Córdoba - September 4, 2019",Estaría bueno que adquieran nuevos puestos y llamen a concurso,5.0
"Analista laboratorio SQT (Former Employee) - Analista - July 2, 2019","Es una empresa, que tiene como principal objetivo, la comodidad de las personas que la integran, en cuanto a buen ambiente de trabajo, seguridad e higiene, alimentación y descansos.
Es un ambiente donde se pueden crear ideas y aplicarlas.
No encontré dificultades a la hora de realizar mis tareas, ya que fui entrenada para realizarlas de manera segura y eficaz.",5.0
"INTERN (Former Employee) - Salinas, Puerto Rico - May 11, 2019","El ambiente laboral es muy bueno, la seguridad, el respeto y el bien comun es fundamental para la compañia. Se aseguran que siempre el empleado una vez acabe la jornada laboral, llegue a su casa en las mismas condiciones.",4.0
"Assistente de Pesquisa (Former Employee) - Brasília, DF, BR - April 24, 2019","excelente lugar de se trabalhar, onde tem ética respeito as pessoas e respeita o meio ambiente.
confiável e com muitos benefícios.",4.0
"Associate Specialist (Former Employee) - Supervision - April 23, 2019","Excelente empresa , lo que afecta es la burocracia.",5.0
"Gerente de Cuenta (Former Employee) - Querétaro, Qro. - April 17, 2019",Empresa reconocida por el compromiso que tiene con los agricultores para proveer semillas de maíz y sorgo de calidad,5.0
"Assistente Técnico (Current Employee) - Silvânia, GO - January 2, 2019",Empresa que fornece uma ótima condição para o desenvolvimento das atividades no campo.,5.0
"Assistente de Agronomia (Former Employee) - Cascavel, PR - December 14, 2018","Empresa agradável de trabalhar, pessoal colaborativo e proativo. Ambiente de trabalho excelente, boa relação com diretoria e gerencia. Colegas de trabalho sempre dispostos a ensinar.",5.0
